Age,Gender,Branch,Average GPA,Backlogs,Attendance (%),Clubs,Skills,Internship Done,Internship Domain,Placement Status,Placement Domain,CTC (LPA),Alumni Path,Sem1 GPA,Sem2 GPA,Sem3 GPA,Sem4 GPA,Sem5 GPA,Sem6 GPA,Sem7 GPA,Sem8 GPA,Skill_Count,Club_Count
23.0,Female,EEE,6.89,1.0,77.21,Literary Society,"C++, Data Science, Machine Learning, Java, SQL",1,Research,1.0,Consulting,5.9,Startup,5.34,8.26,8.14,4.98,6.44,6.4,8.64,6.9,5,1
21.0,Male,CSE,7.49,0.0,94.13,"Coding Club, Entrepreneurship Cell, Cultural Club","SQL, C++, Web Development",0,Unknown,1.0,Software,8.58,Higher Studies,6.64,9.5,7.78,7.08,7.31,7.41,7.44,6.76,3,3
20.0,Female,EEE,6.92,0.0,80.37,"Literary Society, Coding Club, Robotics","Web Development, Python, Data Science, Java, SQL",0,Unknown,1.0,Software,5.37,Startup,6.97,6.23,6.28,6.19,6.01,7.93,7.8,7.94,5,3
19.0,Female,IT,7.0,0.0,85.64,"Sports Club, Coding Club","Python, Java, Data Science, Machine Learning",1,Research,1.0,Software,11.89,Research,7.54,5.85,8.44,6.79,7.07,6.7,5.9,7.74,4,2
18.0,Male,CIVIL,6.9,2.0,69.61,"Cultural Club, Entrepreneurship Cell","Data Science, Web Development, Machine Learning, Python",1,Consulting,0.0,Unknown,0.0,Unknown,6.66,6.01,7.71,6.57,6.53,6.99,6.18,8.53,4,2
19.0,Male,CIVIL,6.99,0.0,94.96,Cultural Club,"SQL, Data Science",0,Unknown,1.0,Core Engineering,7.24,Higher Studies,6.28,6.77,8.18,7.19,6.47,7.48,5.9,7.68,2,1
23.0,Male,ECE,6.62,4.0,66.61,"Sports Club, Entrepreneurship Cell","Machine Learning, Web Development, Java, SQL, Data Science",0,Unknown,1.0,Research,18.9,Higher Studies,5.43,6.57,6.44,6.77,5.81,6.99,6.67,8.29,5,2
22.0,Female,CSE,6.86,0.0,90.34,"Cultural Club, Coding Club","C++, Java",0,Unknown,0.0,Unknown,0.0,Unknown,6.19,6.87,6.93,6.05,5.29,7.22,8.37,7.96,2,2
18.0,Female,CIVIL,7.65,0.0,67.22,"Coding Club, Cultural Club, Entrepreneurship Cell","Machine Learning, C++, Data Science, Java, Python",1,Software,1.0,Research,12.39,Higher Studies,8.42,6.59,7.51,8.61,7.25,8.27,6.14,8.42,5,3
18.0,Male,CIVIL,6.19,2.0,63.02,Literary Society,"Web Development, Machine Learning, Python",0,Unknown,1.0,Core Engineering,19.17,Startup,5.89,5.34,6.17,6.34,5.25,6.87,7.95,5.71,3,1
21.0,Female,CIVIL,6.23,1.0,79.13,Coding Club,"Machine Learning, Web Development, Data Science, C++",0,Unknown,1.0,Core Engineering,3.36,Job,6.36,6.18,6.23,7.01,4.57,5.49,6.89,7.12,4,1
21.0,Female,IT,6.77,3.0,95.63,"Coding Club, Robotics, Sports Club","C++, Web Development, Java, Python, Data Science",0,Unknown,0.0,Unknown,0.0,Unknown,7.2,5.95,7.78,6.37,7.2,6.54,7.35,5.8,5,3
19.0,Male,MECH,6.82,2.0,85.25,"Sports Club, Literary Society, Cultural Club","Java, Python",0,Unknown,0.0,Unknown,0.0,Unknown,7.19,8.0,4.3,7.68,6.35,5.17,7.51,8.37,2,3
20.0,Male,EEE,6.92,0.0,80.37,"Literary Society, Coding Club, Robotics","Web Development, Python, Data Science, Java, SQL",0,Unknown,1.0,Software,5.37,Startup,6.97,6.23,6.28,6.19,6.01,7.93,7.8,7.94,5,3
19.0,Female,ECE,6.78,0.0,74.8,"Entrepreneurship Cell, Coding Club, Literary Society","Java, Machine Learning, SQL",1,Higher Studies,1.0,Consulting,5.58,Research,5.52,6.79,8.64,6.96,5.17,7.18,7.82,6.2,3,3
23.0,Female,IT,6.88,2.0,80.41,Entrepreneurship Cell,"C++, Python, Web Development, Machine Learning, Java",1,Software,1.0,Consulting,14.35,Higher Studies,6.47,7.62,6.63,7.59,6.34,6.17,8.22,5.99,5,1
20.0,Male,CSE,6.74,1.0,93.84,"Entrepreneurship Cell, Cultural Club","Machine Learning, Web Development, SQL, Data Science",0,Unknown,0.0,Unknown,0.0,Unknown,8.1,4.99,5.13,6.08,6.1,8.4,6.83,8.25,4,2
20.0,Male,CIVIL,6.7,2.0,85.83,"Coding Club, Sports Club, Cultural Club","Python, Data Science",1,Research,0.0,Unknown,0.0,Unknown,7.03,5.84,6.53,8.03,5.97,6.79,7.29,6.08,2,3
19.0,Male,IT,7.03,1.0,78.15,Robotics,"Python, Machine Learning, Web Development, Data Science",0,Unknown,1.0,Software,13.11,Startup,6.98,6.98,6.04,7.92,6.95,6.19,7.59,7.61,4,1
19.0,Male,MECH,6.57,1.0,85.16,Entrepreneurship Cell,"Python, SQL",0,Unknown,1.0,Core Engineering,16.48,Job,5.85,7.0,7.62,5.81,5.89,6.75,6.63,6.98,2,1
18.0,Male,ECE,6.67,0.0,67.07,Entrepreneurship Cell,"Data Science, SQL, Web Development, C++",1,Higher Studies,1.0,Core Engineering,7.85,Startup,4.64,7.65,7.35,7.09,6.78,6.19,8.51,5.16,4,1
18.0,Female,EEE,6.84,1.0,70.99,Robotics,"Java, SQL, Machine Learning, Data Science",0,Unknown,0.0,Unknown,0.0,Unknown,7.33,7.62,5.91,6.84,7.04,7.58,7.0,5.37,4,1
20.0,Male,CSE,6.62,2.0,73.98,Entrepreneurship Cell,"SQL, Machine Learning, Data Science",1,Consulting,0.0,Unknown,0.0,Unknown,7.07,7.52,5.44,6.47,7.79,5.75,7.29,5.64,3,1
19.0,Male,EEE,7.27,2.0,70.69,"Literary Society, Coding Club","Web Development, SQL, Data Science, Machine Learning, Java",0,Unknown,0.0,Unknown,0.0,Unknown,8.43,7.37,7.17,6.95,5.85,6.78,8.97,6.62,5,2
23.0,Female,ECE,7.2,2.0,84.17,"Coding Club, Entrepreneurship Cell","C++, Data Science, SQL",1,Higher Studies,0.0,Unknown,0.0,Unknown,6.8,6.39,7.14,7.01,8.35,6.89,8.37,6.68,3,2
18.0,Male,ECE,6.95,1.0,84.69,"Sports Club, Literary Society, Coding Club","SQL, Data Science",0,Unknown,1.0,Core Engineering,15.02,Higher Studies,6.53,7.35,6.95,7.48,7.08,5.72,8.0,6.51,2,3
21.0,Unknown,Unknown,7.0,1.0,78.31,Unknown,Unknown,0,Unknown,,Unknown,3.46,Unknown,6.98,7.09,6.94,6.91,7.03,6.93,6.97,7.11,1,1
21.0,Female,CIVIL,6.99,0.0,64.83,Coding Club,"Java, SQL, Machine Learning, C++, Data Science",0,Unknown,0.0,Unknown,0.0,Unknown,7.75,6.71,9.06,6.68,6.55,6.52,6.18,6.44,5,1
23.0,Male,CSE,6.46,2.0,93.53,"Sports Club, Literary Society","C++, Machine Learning, Python, Web Development, Java",1,Consulting,0.0,Unknown,0.0,Unknown,5.3,7.53,7.75,6.11,6.34,7.15,5.8,5.73,5,2
23.0,Female,ECE,7.16,1.0,63.23,"Entrepreneurship Cell, Coding Club, Literary Society","SQL, Web Development, C++, Java",0,Unknown,1.0,Higher Studies,14.43,Higher Studies,6.73,8.06,7.31,6.11,7.25,7.81,6.92,7.07,4,3
19.0,Male,EEE,7.36,0.0,80.61,"Literary Society, Sports Club, Entrepreneurship Cell","Data Science, Java, Web Development, SQL",1,Core Engineering,1.0,Consulting,11.35,Research,6.58,6.9,7.52,8.19,7.1,5.5,7.63,9.45,4,3
22.0,Female,CSE,7.09,1.0,78.7,Cultural Club,"C++, SQL",1,Research,0.0,Unknown,0.0,Unknown,5.0,7.03,7.61,7.38,7.17,8.16,6.46,7.89,2,1
20.0,Female,EEE,6.34,1.0,67.05,"Robotics, Literary Society","Python, Data Science, Java, Machine Learning",0,Unknown,1.0,Hardware,13.32,Startup,5.81,5.99,5.06,6.45,8.33,6.88,5.66,6.51,4,2
21.0,Female,IT,7.14,0.0,67.17,"Robotics, Cultural Club","Data Science, Machine Learning",0,Unknown,0.0,Unknown,0.0,Unknown,8.23,7.46,7.25,7.81,6.74,6.23,6.4,7.0,2,2
19.0,Female,CSE,7.41,0.0,73.03,"Sports Club, Cultural Club, Entrepreneurship Cell","Machine Learning, Web Development, Data Science, C++, Python",0,Unknown,0.0,Unknown,0.0,Unknown,7.25,8.46,7.43,7.18,5.64,8.39,8.12,6.84,5,3
23.0,Male,CIVIL,7.08,2.0,60.04,Literary Society,"Data Science, SQL",0,Unknown,0.0,Unknown,0.0,Unknown,7.44,6.27,7.23,5.14,7.6,7.3,7.64,8.06,2,1
21.0,Male,ECE,7.3,2.0,95.12,Entrepreneurship Cell,"Data Science, SQL, Java, C++, Python",0,Unknown,1.0,Research,7.58,Startup,7.94,8.24,7.33,7.14,6.03,8.99,5.58,7.12,5,1
19.0,Male,MECH,6.68,1.0,62.4,"Coding Club, Entrepreneurship Cell, Sports Club","Web Development, Data Science, C++, Python",1,Consulting,0.0,Unknown,0.0,Unknown,5.06,5.04,5.99,6.34,9.17,7.7,7.79,6.36,4,3
21.0,Female,EEE,6.71,2.0,77.43,"Robotics, Entrepreneurship Cell","Web Development, C++",0,Unknown,1.0,Consulting,6.81,Research,5.31,5.68,6.72,5.72,8.37,7.49,6.2,8.17,2,2
20.0,Male,CIVIL,7.51,3.0,63.54,Coding Club,"Machine Learning, Data Science, Java",1,Consulting,0.0,Unknown,0.0,Unknown,7.95,7.51,7.73,7.52,6.36,7.43,7.8,7.75,3,1
23.0,Male,EEE,6.87,0.0,89.44,"Cultural Club, Literary Society","Web Development, C++",1,Consulting,1.0,Core Engineering,7.68,Startup,6.39,6.6,6.31,5.57,7.15,7.59,7.51,7.82,2,2
19.0,Female,CIVIL,6.72,1.0,81.92,"Cultural Club, Sports Club, Robotics","C++, SQL, Java, Python, Machine Learning",0,Unknown,1.0,Software,14.95,Research,4.94,7.75,7.24,6.0,5.57,7.12,8.41,6.77,5,3
23.0,Male,MECH,7.02,0.0,83.29,"Cultural Club, Sports Club","C++, SQL, Data Science",0,Unknown,0.0,Unknown,0.0,Unknown,7.42,6.83,7.4,6.96,7.11,6.06,7.04,7.38,3,2
21.0,Male,CIVIL,6.98,2.0,75.09,"Robotics, Entrepreneurship Cell","C++, Java, Data Science, Web Development, Machine Learning",1,Software,0.0,Unknown,0.0,Unknown,6.14,8.13,6.73,6.22,7.73,6.51,8.03,6.34,5,2
19.0,Female,EEE,6.94,0.0,88.94,Literary Society,"Java, SQL, Machine Learning, Web Development",1,Research,1.0,Consulting,12.11,Startup,4.32,7.26,6.95,6.24,9.03,7.96,5.9,7.84,4,1
19.0,Female,MECH,6.63,0.0,99.38,"Sports Club, Coding Club","Python, Java, Data Science, C++",0,Unknown,1.0,Research,14.33,Research,6.31,7.69,6.68,5.84,7.2,7.4,7.56,4.38,4,2
18.0,Female,CSE,7.31,1.0,83.37,"Cultural Club, Literary Society","Web Development, Machine Learning, C++, Python, SQL",0,Unknown,1.0,Research,18.32,Startup,7.22,7.01,7.1,6.23,7.02,7.5,8.45,7.96,5,2
20.0,Male,CIVIL,7.13,1.0,73.39,Literary Society,"Data Science, Machine Learning",0,Unknown,0.0,Unknown,0.0,Unknown,6.3,6.94,6.11,8.2,5.71,7.9,8.47,7.38,2,1
21.0,Male,ECE,7.32,0.0,95.24,"Coding Club, Entrepreneurship Cell, Sports Club","Java, Web Development, SQL, Python",0,Unknown,0.0,Unknown,0.0,Unknown,6.63,9.39,7.18,6.73,6.16,8.1,7.87,6.5,4,3
20.0,Male,CSE,7.08,0.0,73.04,"Coding Club, Literary Society, Robotics","SQL, Python",0,Unknown,1.0,Consulting,12.57,Research,8.04,6.39,7.23,5.56,6.5,5.94,8.22,8.74,2,3
18.0,Female,ECE,7.75,3.0,66.65,"Sports Club, Entrepreneurship Cell","C++, Machine Learning, Python, Web Development",1,Hardware,0.0,Unknown,0.0,Unknown,7.87,8.33,6.83,8.76,8.19,7.02,7.67,7.31,4,2
19.0,Male,IT,7.13,1.0,71.9,Literary Society,"Python, Machine Learning, SQL, Data Science",1,Consulting,0.0,Unknown,0.0,Unknown,5.22,8.5,7.78,6.52,8.24,6.75,6.54,7.48,4,1
20.0,Male,CSE,6.62,2.0,73.98,Entrepreneurship Cell,"SQL, Machine Learning, Data Science",1,Consulting,0.0,Unknown,0.0,Unknown,7.07,7.52,5.44,6.47,7.79,5.75,7.29,5.64,3,1
23.0,Female,ECE,6.8,3.0,93.37,"Robotics, Sports Club, Literary Society","Web Development, Machine Learning, Data Science",1,Higher Studies,1.0,Core Engineering,3.14,Research,6.74,6.88,6.21,7.18,6.75,7.11,6.84,6.65,3,3
19.0,Male,MECH,7.74,2.0,82.6,"Entrepreneurship Cell, Coding Club, Cultural Club","Data Science, Machine Learning, Web Development, Python, SQL",1,Research,0.0,Unknown,0.0,Unknown,5.76,8.25,7.73,7.54,7.72,9.39,9.19,6.31,5,3
21.0,Female,CIVIL,6.77,1.0,78.55,Entrepreneurship Cell,"Java, Python, Web Development, SQL",0,Unknown,0.0,Unknown,0.0,Unknown,7.56,5.91,6.56,7.62,7.43,5.01,7.59,6.45,4,1
18.0,Female,IT,6.97,1.0,90.61,"Robotics, Cultural Club, Coding Club","Java, SQL, Python",0,Unknown,1.0,Software,11.25,Startup,7.04,6.73,7.2,7.52,4.97,9.11,6.21,7.0,3,3
23.0,Male,CSE,6.51,1.0,80.2,Entrepreneurship Cell,"SQL, Web Development, Data Science, Machine Learning, Java",0,Unknown,0.0,Unknown,0.0,Unknown,7.72,5.23,6.28,6.31,7.41,7.53,7.1,4.52,5,1
23.0,Male,IT,6.48,0.0,71.19,"Coding Club, Sports Club, Robotics","Web Development, Python, Java, C++",0,Unknown,1.0,Higher Studies,8.64,Job,5.84,6.69,6.3,5.93,6.63,6.78,7.14,6.5,4,3
22.0,Female,EEE,6.82,2.0,71.29,"Robotics, Coding Club","Java, C++, Machine Learning, Python, Data Science",0,Unknown,1.0,Consulting,11.18,Job,7.81,6.87,8.63,6.67,5.46,6.81,6.67,5.66,5,2
21.0,Female,CSE,6.74,1.0,71.65,"Cultural Club, Robotics, Literary Society","Web Development, Python, Machine Learning",1,Research,0.0,Unknown,0.0,Unknown,5.89,7.32,7.28,8.01,6.42,6.47,6.43,6.08,3,3
23.0,Male,EEE,7.12,0.0,82.25,"Robotics, Literary Society","Java, C++, Machine Learning, SQL, Python",1,Core Engineering,1.0,Consulting,9.99,Research,7.28,9.04,7.57,7.6,6.73,6.02,6.47,6.29,5,2
22.0,Female,MECH,7.25,1.0,71.29,"Sports Club, Literary Society, Entrepreneurship Cell","Java, C++",0,Unknown,1.0,Research,8.07,Research,7.68,8.1,6.25,8.05,8.44,6.96,6.26,6.28,2,3
23.0,Male,IT,6.87,1.0,99.46,"Sports Club, Entrepreneurship Cell, Literary Society","C++, Data Science",0,Unknown,1.0,Research,10.33,Research,6.19,5.48,7.88,9.09,7.92,5.11,6.48,6.8,2,3
18.0,Male,MECH,6.95,2.0,77.59,"Literary Society, Coding Club","Web Development, Machine Learning, Java, SQL, Python",1,Higher Studies,1.0,Core Engineering,10.59,Higher Studies,8.05,6.85,6.6,6.97,6.86,5.45,8.08,6.77,5,2
19.0,Female,MECH,7.03,1.0,91.43,"Entrepreneurship Cell, Literary Society, Cultural Club","C++, Python, Data Science, Java",0,Unknown,0.0,Unknown,0.0,Unknown,8.04,6.98,5.49,6.33,8.31,6.06,7.89,7.12,4,3
18.0,Female,CSE,6.9,0.0,74.03,"Coding Club, Cultural Club","SQL, C++",0,Unknown,0.0,Unknown,0.0,Unknown,7.0,5.84,8.5,7.88,6.78,7.03,7.21,4.96,2,2
18.0,Male,IT,7.02,1.0,75.09,"Sports Club, Cultural Club","Data Science, Web Development, C++",0,Unknown,1.0,Consulting,3.04,Research,7.79,6.71,6.63,6.18,6.37,6.73,8.96,6.8,3,2
22.0,Female,CIVIL,6.56,0.0,81.82,"Coding Club, Sports Club","Java, SQL, Python",1,Consulting,1.0,Consulting,4.8,Startup,5.71,5.77,6.26,6.63,7.31,6.2,7.28,7.36,3,2
19.0,Female,ECE,7.27,2.0,75.31,Sports Club,"Data Science, Machine Learning, C++, Web Development",0,Unknown,1.0,Core Engineering,11.95,Job,6.6,6.79,7.44,6.21,8.04,7.75,7.02,8.32,4,1
19.0,Male,CIVIL,7.16,2.0,85.45,"Robotics, Literary Society","Java, Web Development, Python, C++, Machine Learning",1,Core Engineering,0.0,Unknown,0.0,Unknown,7.03,5.51,7.49,7.72,9.3,8.08,5.1,7.08,5,2
22.0,Male,ECE,7.31,1.0,96.95,"Literary Society, Coding Club, Robotics","Python, Data Science, Java, C++, SQL",1,Core Engineering,1.0,Core Engineering,13.87,Startup,5.11,5.68,8.38,7.06,8.18,7.18,9.46,7.44,5,3
22.0,Male,IT,7.49,1.0,85.02,Cultural Club,"Java, Web Development",1,Higher Studies,1.0,Software,11.42,Research,8.07,6.63,8.43,8.04,9.03,7.41,6.94,5.41,2,1
22.0,Female,IT,7.35,1.0,64.94,"Cultural Club, Coding Club","Python, Machine Learning, Data Science, Java",1,Research,1.0,Core Engineering,13.65,Job,6.78,8.85,8.13,7.75,7.13,6.59,7.7,5.87,4,2
23.0,Male,CIVIL,7.15,0.0,92.66,Cultural Club,"Data Science, Python, Web Development, SQL",0,Unknown,1.0,Software,14.14,Job,7.15,7.49,7.48,6.25,7.92,8.23,6.74,5.97,4,1
18.0,Male,CSE,6.47,0.0,89.79,Literary Society,"Web Development, SQL, Data Science, Machine Learning, Java",0,Unknown,1.0,Software,10.01,Higher Studies,5.89,7.57,5.94,6.29,6.82,5.33,7.05,6.89,5,1
21.0,Female,EEE,6.71,0.0,83.42,"Entrepreneurship Cell, Literary Society","Data Science, C++, Java, Python",1,Hardware,1.0,Core Engineering,13.05,Research,6.67,8.04,7.46,6.81,5.72,5.4,7.31,6.28,4,2
21.0,Male,CIVIL,7.26,2.0,65.55,"Entrepreneurship Cell, Sports Club","C++, Java, SQL, Data Science, Machine Learning",0,Unknown,0.0,Unknown,0.0,Unknown,7.92,7.11,5.33,6.1,6.47,8.51,8.33,8.33,5,2
22.0,Female,IT,6.9,1.0,76.9,"Cultural Club, Sports Club, Robotics","Java, Data Science, Machine Learning, SQL, Web Development",0,Unknown,1.0,Higher Studies,16.37,Job,6.56,5.77,6.89,7.67,6.19,7.11,6.63,8.38,5,3
20.0,Male,MECH,6.88,2.0,72.73,"Coding Club, Sports Club","Machine Learning, Data Science",1,Software,0.0,Unknown,0.0,Unknown,6.2,6.62,6.44,6.93,7.63,7.29,7.2,6.76,2,2
23.0,Female,EEE,6.76,0.0,79.06,"Coding Club, Entrepreneurship Cell, Sports Club","Machine Learning, C++, Web Development, SQL, Python",0,Unknown,1.0,Core Engineering,8.41,Higher Studies,6.46,5.65,5.87,6.94,6.93,7.33,6.91,7.98,5,3
19.0,Female,ECE,7.27,2.0,75.31,Sports Club,"Data Science, Machine Learning, C++, Web Development",0,Unknown,1.0,Core Engineering,11.95,Job,6.6,6.79,7.44,6.21,8.04,7.75,7.02,8.32,4,1
20.0,Female,ECE,7.32,0.0,97.41,"Cultural Club, Entrepreneurship Cell","Java, Python, Data Science, SQL, Machine Learning",0,Unknown,0.0,Unknown,0.0,Unknown,7.19,7.23,8.05,8.49,7.97,6.44,6.22,7.0,5,2
23.0,Female,CSE,6.36,2.0,65.54,Sports Club,"Java, Machine Learning",1,Research,0.0,Unknown,0.0,Unknown,5.97,8.11,7.04,5.89,5.25,5.47,6.33,6.83,2,1
20.0,Female,CIVIL,7.53,3.0,93.61,Entrepreneurship Cell,"C++, Java, SQL",1,Consulting,0.0,Unknown,0.0,Unknown,6.37,6.8,8.7,8.99,4.84,7.11,9.92,7.48,3,1
18.0,Male,IT,6.58,3.0,60.53,"Sports Club, Robotics, Coding Club","Java, SQL",0,Unknown,0.0,Unknown,0.0,Unknown,7.94,6.03,7.14,6.58,5.99,6.27,4.95,7.75,2,3
21.0,Male,IT,7.28,1.0,61.25,Robotics,"Python, Java, Data Science, C++",0,Unknown,1.0,Software,19.45,Job,5.09,8.41,7.46,6.93,6.37,8.59,7.9,7.49,4,1
19.0,Female,CIVIL,7.12,1.0,89.12,"Sports Club, Coding Club, Cultural Club","Java, Web Development, C++",0,Unknown,0.0,Unknown,0.0,Unknown,8.86,7.22,6.65,5.39,6.74,6.66,7.96,7.46,3,3
23.0,Male,EEE,7.26,1.0,76.78,"Cultural Club, Sports Club","Python, C++, Java, SQL, Data Science",1,Hardware,1.0,Software,11.25,Startup,5.62,8.7,8.08,5.84,7.47,7.84,7.16,7.33,5,2
23.0,Male,MECH,7.24,2.0,71.52,"Coding Club, Entrepreneurship Cell, Literary Society","Data Science, SQL, Python, Java, Machine Learning",1,Higher Studies,1.0,Core Engineering,5.04,Job,6.63,7.5,7.52,8.34,6.92,7.31,6.56,7.18,5,3
23.0,Male,ECE,6.33,0.0,68.03,"Entrepreneurship Cell, Sports Club, Cultural Club","Web Development, Python, Java",0,Unknown,1.0,Consulting,16.16,Research,5.74,6.6,5.95,6.54,6.84,6.59,5.57,6.81,3,3
21.0,Male,ECE,6.87,0.0,90.77,Sports Club,"Data Science, Machine Learning, SQL, Python",1,Software,0.0,Unknown,0.0,Unknown,6.54,7.23,8.7,5.86,5.69,6.14,7.7,7.13,4,1
19.0,Male,CIVIL,6.91,0.0,96.23,"Entrepreneurship Cell, Cultural Club","Machine Learning, Web Development, Data Science, SQL, Java",0,Unknown,1.0,Consulting,17.26,Higher Studies,8.14,7.18,4.97,5.81,6.02,6.75,9.08,7.36,5,2
20.0,Male,IT,7.37,0.0,64.15,"Coding Club, Robotics","Java, C++, Web Development",0,Unknown,0.0,Unknown,0.0,Unknown,7.18,6.19,5.52,8.81,6.37,6.9,8.01,10.0,3,2
23.0,Male,CSE,6.36,2.0,65.54,Sports Club,"Java, Machine Learning",1,Research,0.0,Unknown,0.0,Unknown,5.97,8.11,7.04,5.89,5.25,5.47,6.33,6.83,2,1
22.0,Male,MECH,6.13,5.0,62.36,"Entrepreneurship Cell, Coding Club","C++, Web Development, Java",0,Unknown,0.0,Unknown,0.0,Unknown,6.48,6.68,4.35,8.35,7.91,5.27,4.94,5.05,3,2
22.0,Male,CSE,7.14,0.0,86.81,"Sports Club, Literary Society","Python, Java, SQL",1,Consulting,0.0,Unknown,0.0,Unknown,5.61,8.62,6.59,8.47,8.19,4.15,7.48,8.0,3,2
23.0,Male,EEE,6.69,0.0,74.86,"Sports Club, Entrepreneurship Cell","C++, Java, SQL, Machine Learning, Web Development",0,Unknown,1.0,Higher Studies,4.06,Research,7.46,6.18,7.55,6.51,4.7,7.37,7.36,6.42,5,2
20.0,Female,ECE,7.3,1.0,64.62,"Sports Club, Coding Club","Web Development, C++, SQL, Python, Data Science",1,Core Engineering,0.0,Unknown,0.0,Unknown,7.57,6.96,7.63,7.27,7.93,7.9,6.78,6.34,5,2
23.0,Female,CIVIL,7.5,1.0,99.1,"Coding Club, Robotics, Sports Club","Java, Python, Web Development, Data Science, C++",0,Unknown,1.0,Research,17.51,Job,6.68,7.02,6.66,5.36,8.09,7.9,8.99,9.28,5,3
23.0,Male,CIVIL,7.08,2.0,60.04,Literary Society,"Data Science, SQL",0,Unknown,0.0,Unknown,0.0,Unknown,7.44,6.27,7.23,5.14,7.6,7.3,7.64,8.06,2,1
21.0,Female,EEE,6.59,1.0,93.1,Robotics,"C++, Machine Learning, Web Development, SQL, Data Science",0,Unknown,0.0,Unknown,0.0,Unknown,6.99,7.3,7.25,5.37,7.29,6.44,5.58,6.48,5,1
20.0,Male,CIVIL,7.57,0.0,84.53,"Robotics, Sports Club, Entrepreneurship Cell","C++, SQL",1,Higher Studies,0.0,Unknown,0.0,Unknown,6.61,8.07,7.69,7.05,8.1,8.36,7.45,7.23,2,3
19.0,Female,MECH,7.24,0.0,60.43,"Robotics, Entrepreneurship Cell","Machine Learning, Python, Data Science, SQL, C++",1,Higher Studies,0.0,Unknown,0.0,Unknown,7.35,9.07,6.76,6.82,6.13,7.48,6.33,8.02,5,2
20.0,Male,ECE,6.87,1.0,89.07,"Literary Society, Sports Club, Cultural Club","Python, Web Development",0,Unknown,1.0,Hardware,16.16,Startup,6.57,7.09,5.62,8.39,7.68,6.63,6.1,6.91,2,3
20.0,Male,CSE,7.03,0.0,78.56,"Entrepreneurship Cell, Robotics, Literary Society","Python, Data Science, Machine Learning, C++, Java",0,Unknown,1.0,Research,10.65,Higher Studies,6.15,5.39,5.93,8.03,7.46,8.31,5.68,9.32,5,3
23.0,Male,MECH,6.74,0.0,94.48,"Literary Society, Robotics, Cultural Club","C++, Data Science",1,Higher Studies,1.0,Software,10.21,Startup,6.77,6.82,6.52,7.69,6.37,6.64,5.74,7.38,2,3
21.0,Male,CIVIL,6.84,1.0,64.56,Cultural Club,"Web Development, SQL",1,Hardware,1.0,Hardware,14.49,Research,7.69,6.56,6.15,6.36,7.7,6.37,6.88,7.02,2,1
23.0,Female,IT,6.97,0.0,67.53,Coding Club,"SQL, Machine Learning, Python",0,Unknown,0.0,Unknown,0.0,Unknown,7.55,7.68,5.06,6.24,6.12,7.1,7.48,8.5,3,1
20.0,Female,CIVIL,7.33,0.0,68.95,"Literary Society, Robotics, Coding Club","Data Science, Machine Learning",1,Research,1.0,Higher Studies,8.79,Higher Studies,8.53,8.21,6.37,6.28,7.67,7.26,6.6,7.72,2,3
22.0,Female,EEE,7.24,0.0,70.77,Coding Club,"C++, Python, Java",0,Unknown,1.0,Hardware,16.61,Job,6.03,8.6,7.66,7.16,6.56,6.63,7.43,7.85,3,1
19.0,Male,ECE,7.0,1.0,61.45,Cultural Club,"Web Development, Machine Learning, C++, Python",1,Hardware,0.0,Unknown,0.0,Unknown,7.59,7.55,6.4,6.3,7.14,7.17,6.15,7.7,4,1
21.0,Male,MECH,7.62,1.0,98.72,Coding Club,"SQL, C++, Java, Data Science",0,Unknown,0.0,Unknown,0.0,Unknown,7.8,7.15,8.8,6.93,7.57,7.83,5.25,9.62,4,1
23.0,Male,EEE,7.18,0.0,90.18,"Coding Club, Literary Society, Sports Club","Java, Machine Learning, C++, Web Development, SQL",1,Core Engineering,1.0,Software,15.27,Startup,7.11,8.74,7.59,7.84,5.95,7.35,6.96,5.87,5,3
23.0,Male,CSE,6.58,1.0,78.05,"Entrepreneurship Cell, Cultural Club","Web Development, Data Science",1,Higher Studies,0.0,Unknown,0.0,Unknown,6.91,7.13,5.71,7.11,6.86,5.74,6.33,6.87,2,2
23.0,Male,MECH,6.83,1.0,62.07,Sports Club,"Java, SQL",1,Core Engineering,0.0,Unknown,0.0,Unknown,7.69,5.39,6.53,8.09,7.06,5.92,6.28,7.68,2,1
18.0,Male,CIVIL,6.63,3.0,92.64,Entrepreneurship Cell,"Web Development, Python",1,Higher Studies,1.0,Core Engineering,3.32,Research,5.41,8.48,6.59,7.79,5.97,6.09,7.66,5.07,2,1
20.0,Male,EEE,7.32,1.0,82.41,"Robotics, Entrepreneurship Cell, Literary Society","Java, C++",1,Software,1.0,Core Engineering,10.3,Job,6.81,7.46,6.83,7.56,7.77,8.61,6.49,6.99,2,3
22.0,Female,CSE,6.96,4.0,93.75,Entrepreneurship Cell,"Java, Data Science",1,Consulting,1.0,Higher Studies,7.44,Job,6.69,7.26,6.2,6.2,6.77,7.29,6.8,8.47,2,1
23.0,Male,IT,6.88,2.0,80.41,Entrepreneurship Cell,"C++, Python, Web Development, Machine Learning, Java",1,Software,1.0,Consulting,14.35,Higher Studies,6.47,7.62,6.63,7.59,6.34,6.17,8.22,5.99,5,1
18.0,Female,ECE,7.34,0.0,83.29,"Coding Club, Cultural Club","C++, SQL",0,Unknown,0.0,Unknown,0.0,Unknown,8.0,6.33,8.39,6.75,7.29,7.26,6.87,7.81,2,2
